student_id,cgpa,Department,course_1_name,course_1_grade,Course_1_effect_cgpa,course_2_name,course_2_grade,Course_2_effect_cgpa,course_3_name,course_3_grade,Course_3_effect_cgpa,course_4_name,course_4_grade,Course_4_effect_cgpa,open_elective_1_name,open_elective_1_grade,open_elective_1_effect_cgpa,open_elective_2_name,open_elective_2_grade,open_elective_2_effect_cgpa,open_elective_3_name,open_elective_3_grade,open_elective_3_effect_cgpa,skills_1,skills_2,skills_3,Technical_skill_1,Technical_skill_2
RA2120040404555,6.51,NWC,Project Management Fundamentals,F,bad,E-commerce Strategies,F,bad,Business Process Reengineering,F,bad,Cloud Architecture Design,B,bad,Graphic Design Principles,B,bad,Introduction to Data Visualization,B,bad,Web Development Fundamentals,B,bad,public relations,email management,content creation,Penetration Testing,RESTful APIs
RA2111254748540,9.18,CTECH,Digital Health Records,O,bad,Supply Chain Optimization,O,bad,Data Visualization Techniques,O,good,Risk Management Strategies,A+,bad,Introduction to Environmental Policy,O,bad,Introduction to Psychology,A,bad,Introduction to Psychology,A+,bad,problem solving,budgeting,time management,Site Reliability Engineering,PyTorch
RA2100295807898,7.55,CTECH,IoT Security Measures,F,bad,Internet of Things,C,bad,Digital Health Records,F,bad,E-commerce Platforms,F,bad,Introduction to Acting,C,bad,Introduction to Human Anatomy,F,bad,Introduction to Environmental History,B,bad,leadership,social media management,data analysis,MongoDB,Technical Support
RA2123092110711,9.67,CINTEL,Digital Marketing Analytics,A+,good,Machine Learning Applications,O,good,Digital Communication Strategies,O,good,IT Governance Frameworks,A+,bad,Introduction to Virtual Reality,O,bad,Yoga and Meditation,A+,bad,Introduction to Environmental Sociology,A,good,strategic planning,problem solving,web development,React,jQuery
RA2100366924391,7.26,CTECH,Cloud Architecture Design,F,bad,Digital Transformation Strategies,F,bad,Digital Strategy Implementation,C,bad,Cybersecurity Frameworks,C,bad,Introduction to Acting,F,bad,Introduction to Environmental Engineering,F,bad,Introduction to Environmental Philosophy,F,bad,financial planning,problem solving,customer service,Database Administration,TypeScript
RA2113033168941,8.25,CTECH,Wireless Networking Technologies,B,bad,Software Configuration Management,A,bad,Mobile Security Protocols,B,good,Predictive Analytics Models,A+,bad,Introduction to Sustainable Energy,B+,bad,Introduction to Environmental Engineering,A,bad,Introduction to Environmental Biology,B,bad,video production,financial planning,content management,Cryptocurrency,Data Engineering
RA2120060717077,6.43,CTECH,Digital Transformation Strategies,B,good,Data Mining Techniques,B,good,Project Management Fundamentals,C,good,Social Media Engagement,F,good,Environmental Sustainability,F,good,Cybersecurity Basics,B,good,Introduction to Political Science,C,good,market analysis,content marketing,email management,Redux,RESTful APIs
RA2120077633558,9.24,CINTEL,Predictive Analytics Models,A,bad,Web Development Frameworks,O,bad,Social Media Marketing,A,good,Predictive Analytics Models,A+,bad,Introduction to Environmental Bioinformatics,A+,bad,Introduction to Environmental History,A,good,Public Speaking Mastery,A,good,database management,event planning,video production,Data Science,Database Administration
RA2110026564204,9.68,DSBS,Network Programming,A,bad,Information Security Governance,A+,good,Internet of Things,A+,bad,Game Design Principles,A,good,Culinary Arts,O,bad,Social Media Marketing,A+,good,Introduction to Engineering,A+,bad,email management,critical thinking,forecasting,Google Cloud,Vue.js
RA2103068124583,7.77,DSBS,IT Project Portfolio Management,B,good,Agile Software Development,B,good,Quantum Computing Concepts,F,good,Cloud Computing Security,C,good,Interior Design Basics,C,good,Introduction to Astronomy,B,good,Introduction to Bioinformatics,B,good,client relations,video editing,survey design,Continuous Deployment,DevOps
RA2111332789811,6.7,DSBS,Digital Transformation Strategies,F,bad,Big Data Analytics,F,bad,Software Configuration Management,B,bad,Software Development Lifecycle,F,bad,Introduction to Environmental Bioinformatics,F,bad,Introduction to Environmental Linguistics,B,bad,Mobile App Development,B,bad,survey design,content marketing,web analytics,Kanban,React
RA2120327439190,5.79,CTECH,Machine Learning Algorithms,C,good,Software Configuration Management,C,good,Mobile Security Protocols,B,good,Social Media Marketing,B,good,Personal Branding Strategies,C,good,Introduction to Environmental Economics,F,good,Introduction to Environmental Economics,C,good,problem solving,negotiation,programming,Ruby on Rails,RESTful APIs
RA2101294615253,8.97,CINTEL,Mobile App Development,A,good,Business Process Reengineering,B+,bad,Computer Network Design,B+,bad,Cloud Computing Security,A,good,Graphic Design Principles,B+,bad,Introduction to Environmental Linguistics,B+,bad,Culinary Arts,B+,bad,content marketing,content strategy,database management,Behavior-Driven Development,Deep Learning
RA2121285542083,5.23,DSBS,Internet Marketing Strategies,B,good,Wireless Networking Technologies,B,good,Web Development Frameworks,F,good,IT Infrastructure Management,F,good,Introduction to Literature,B,good,Introduction to World Religions,B,good,Introduction to Environmental Computer Science,B,good,analytical thinking,financial analysis,copywriting,Jenkins,Scala
RA2103371155083,9.85,CTECH,Cloud Migration Planning,A+,bad,Web Application Security,A+,bad,IoT Device Management,A,bad,IT Project Portfolio Management,A,bad,Introduction to Environmental Ethics,A,bad,Introduction to Environmental Sociology,A+,bad,Web Development Fundamentals,A+,bad,time management,email marketing,market analysis,Distributed Systems,Firebase
RA2113043086887,7.28,CINTEL,Digital Content Strategy,B,good,IT Service Delivery,F,good,Computer Network Design,F,good,Social Media Marketing,C,good,Introduction to Philosophy,C,good,Introduction to Human Anatomy,B,good,Introduction to Environmental Gender Studies,C,good,project coordination,SEO optimization,web development,Swift,Symfony
RA2100173223254,7.88,NWC,Digital Health Records,C,good,Machine Learning Algorithms,B,good,IT Service Delivery,B,good,Game Development Principles,B,good,Public Speaking Mastery,F,good,Introduction to Political Science,C,good,Music Theory and Composition,C,good,proofreading,data visualization,copywriting,Decentralized Finance,Less
RA2113170383781,5.75,CINTEL,Software Quality Assurance,F,bad,Database Management Systems,F,bad,Business Process Reengineering,F,bad,Cyber Law and Ethics,C,bad,Introduction to Ethical Hacking,F,bad,Introduction to Environmental Technology,F,bad,Financial Literacy,C,bad,event marketing,web design,database management,RESTful APIs,Game Development
RA2103274684708,8.51,CTECH,Supply Chain Optimization,A,bad,Network Security Analysis,B+,bad,Artificial Intelligence Ethics,A,bad,IoT Security Measures,A+,bad,Introduction to Environmental Law,A,good,Health and Wellness,B,good,Introduction to Environmental Engineering,A,bad,social networking,public speaking,accounting,TypeScript,IT Infrastructure
RA2103312710178,9.22,CINTEL,Information Systems Audit,O,good,E-commerce Integration,A,bad,IT Service Delivery,A+,bad,Web Application Security,A+,bad,Introduction to Environmental Technology,A,bad,Music Production Techniques,O,bad,Introduction to Public Health,A,bad,networking,project coordination,business development,Hadoop,Kotlin
RA2102263823520,9.76,NWC,Software Development Lifecycle,A,bad,Data Warehousing Design,A,bad,Software Development Lifecycle,A,bad,Digital Marketing Analytics,A,good,Introduction to Environmental Law,A,bad,Introduction to Environmental Studies,O,bad,Introduction to Data Visualization,A,good,email marketing,project coordination,public relations,CakePHP,Laravel
RA2113041341991,8.25,CTECH,Risk Management Strategies,B,good,Data Science Techniques,A+,good,Social Networking Platforms,B,bad,Cloud Computing Security,A,bad,Public Speaking Mastery,A+,bad,Introduction to Economics,B,bad,Introduction to Environmental Technology,B,bad,email management,public relations,media relations,Swift,Virtualization
RA2112254119865,5.8,DSBS,Digital Product Launch,C,good,User Interface Design,B,good,Software Development Lifecycle,B,good,Social Media Marketing,F,good,Introduction to Environmental Technology,C,good,Introduction to Environmental Policy,C,good,Introduction to Computer Science,C,good,branding,presentation skills,market analysis,React,Behavior-Driven Development
RA2122221926282,5.62,DSBS,Database Management Systems,B,good,Information Security Governance,F,good,Digital Product Management,B,good,Social Media Analytics,B,good,Introduction to Environmental Technology,B,good,Introduction to Sociology,B,good,Culinary Arts,F,good,programming,SEO optimization,leadership,Machine Learning,DevOps
RA2112380881280,6.68,CINTEL,Ethical AI Practices,B,good,Computer Network Design,B,good,Artificial Intelligence in Business,C,good,Mobile Security Protocols,C,good,Introduction to Environmental Ethics,F,good,Introduction to Sustainable Energy,C,good,Introduction to Criminal Justice,B,good,web analytics,data mining,copywriting,Node.js,Code Review
RA2103362305526,7.82,DSBS,Cloud Architecture Design,C,good,Business Process Reengineering,C,good,Artificial Intelligence in Business,B,good,E-commerce Platforms,B,good,Introduction to World Religions,C,good,Introduction to Environmental Sociology,F,good,Introduction to Environmental Philosophy,F,good,customer service,budgeting,public speaking,C#,Hive
RA2111084924280,5.01,NWC,Business Process Reengineering,B,good,Big Data Processing,B,good,Network Programming,B,good,Quantum Cryptography,B,good,Introduction to Environmental History,B,good,Introduction to Environmental Education,C,good,Introduction to Environmental Political Science,B,good,customer relationship management,event planning,financial planning,Network Administration,Decentralized Finance
RA2123146008515,6.79,DSBS,Software Quality Assurance,F,bad,Blockchain Development,B,bad,Web Application Security,B,bad,Information Security Governance,F,bad,Introduction to Environmental Education,B,bad,Introduction to Astronomy,F,bad,Introduction to Environmental Education,F,bad,media relations,email management,market research,Vue.js,Agile Coaching
RA2110343486361,9.87,DSBS,Health Information Exchange,A+,bad,Blockchain Development,O,bad,Strategic IT Planning,A,bad,Data Warehousing Design,A,bad,Introduction to Environmental Biology,A+,bad,Introduction to Archaeology,A,good,Introduction to Art History,A+,bad,strategic planning,media relations,event planning,Backbone.js,Continuous Integration
RA2113351261988,9.39,CTECH,Digital Communication Strategies,O,bad,Data Mining Techniques,A,good,Software Development Lifecycle,A,bad,Social Media Marketing,A+,bad,Introduction to History,A+,bad,Social Media Marketing,O,bad,Graphic Design Principles,A,bad,content marketing,business development,web development,Big Data,Spark
RA2113286679215,7.71,CINTEL,IT Project Portfolio Management,F,bad,Big Data Processing,C,bad,Predictive Analytics Models,F,bad,User Experience Design,C,bad,Introduction to Geography,B,bad,Introduction to Environmental Gender Studies,C,bad,Introduction to Environmental Psychology,B,bad,business development,forecasting,social media marketing,Kubernetes,C#
RA2120333345912,7.6,NWC,Internet of Things,F,bad,IT Project Portfolio Management,B,bad,Health Informatics,B,bad,Digital Product Launch,B,bad,Introduction to Environmental Computer Science,F,bad,Digital Illustration Techniques,C,bad,Personal Branding Strategies,B,bad,business development,database management,client relations,IT Infrastructure,Google Cloud
RA2112062316194,7.93,NWC,Web Development Frameworks,B,good,IT Service Management,F,good,IT Service Management,C,good,Social Media Analytics,C,good,Travel Photography,F,good,Introduction to Anthropology,F,good,Health and Wellness,F,good,financial planning,problem solving,media relations,Virtualization,Distributed Systems
RA2120295349383,6.6,CTECH,Blockchain Applications,F,bad,Wireless Networking Technologies,F,bad,Predictive Modeling Techniques,B,bad,Digital Marketing Analytics,C,bad,Introduction to Political Science,C,bad,Introduction to Psychology,B,bad,Entrepreneurship Bootcamp,B,bad,networking,leadership,research,CSS,Continuous Integration
RA2103297437148,6.43,CINTEL,Machine Learning Algorithms,B,good,Data Visualization Techniques,F,good,Cloud Computing Security,C,good,Cloud Computing Security,C,good,Fashion Design Workshop,C,good,Health and Wellness,C,good,Yoga and Meditation,B,good,client relations,social networking,email management,IT Infrastructure,Containerization
RA2102322015553,9.87,DSBS,Information Systems Audit,O,bad,IoT Device Management,A+,bad,Software Testing Methods,A,bad,Software Quality Assurance,A+,bad,Entrepreneurship Bootcamp,A+,bad,Introduction to Environmental Engineering,A+,bad,Creative Coding,A,bad,analytical thinking,branding,forecasting,Computer Vision,Laravel
RA2120109463555,5.3,CTECH,Network Programming,B,good,Cloud Computing Security,C,good,Predictive Analytics Models,B,good,Web Application Development,C,good,Introduction to Acting,B,good,Introduction to Environmental Bioinformatics,B,good,Introduction to Gender Studies,B,good,teamwork,project coordination,web development,AWS,Machine Learning
RA2120267602211,5.83,CTECH,Health Informatics,C,good,Database Administration,B,good,Web Application Security,B,good,IT Service Management,B,good,Introduction to Economics,B,good,Introduction to Ethical Hacking,B,good,Introduction to Robotics,B,good,teamwork,proofreading,client relations,C++,Cybersecurity
RA2111214189073,8.78,DSBS,Data Science Techniques,A+,bad,E-commerce Integration,A+,bad,Information Security Governance,B,bad,Cybersecurity Frameworks,A+,bad,Introduction to Gender Studies,B+,bad,Introduction to Environmental History,A,good,Introduction to Environmental Geology,B+,good,presentation skills,time management,video editing,Ruby,Django
RA2121143114905,8.55,CINTEL,Predictive Modeling Techniques,A+,good,Data Science Techniques,B+,bad,Network Programming,B,bad,Game Development Principles,B+,bad,Introduction to Mathematics,A+,bad,Introduction to Computer Science,A,bad,Introduction to Anthropology,A+,bad,graphic design,content marketing,time management,GraphQL,Natural Language Processing
RA2122113263026,8.86,NWC,Internet of Things,B+,bad,Predictive Modeling Techniques,B+,bad,Quantum Cryptography,A,good,Database Administration,B+,bad,Introduction to Environmental Literature,A,bad,The Art of Storytelling,B,bad,Introduction to Gender Studies,B,bad,copywriting,video editing,client relations,Microservices,Natural Language Processing
RA2100253430866,9.17,CINTEL,Web Development Frameworks,A,good,IT Governance Compliance,A+,bad,Quantum Cryptography,A+,bad,IoT Security Measures,A+,bad,History of Jazz Music,O,bad,Introduction to Game Design,O,good,Introduction to Literature,A+,bad,problem solving,event marketing,event planning,Penetration Testing,Hive
RA2123193615427,9.87,CINTEL,IT Governance Compliance,O,good,Artificial Neural Networks,A+,bad,Data Warehousing Design,O,bad,Information Security Governance,A+,good,Introduction to Environmental Geography,A+,bad,Introduction to Geology,A,bad,Introduction to Environmental Physics,A,bad,market analysis,photography,business development,Natural Language Processing,Go
RA2122246736204,6.83,DSBS,Software Testing Methods,C,good,Artificial Neural Networks,B,good,Robotic Process Automation,C,good,IT Infrastructure Management,C,good,Interior Design Basics,C,good,Introduction to Marine Biology,F,good,Introduction to Environmental Economics,B,good,forecasting,event coordination,content strategy,Angular,C++
RA2112282466025,6.39,DSBS,IT Service Delivery,F,bad,Digital Product Launch,F,bad,Computer Forensics,F,bad,Big Data Analytics,F,bad,Introduction to Computer Science,B,bad,Introduction to World Religions,C,bad,Entrepreneurship Bootcamp,F,bad,media relations,client relations,project coordination,React,Serverless Architecture
RA2100315843405,9.58,DSBS,Robotic Process Automation,A+,bad,Digital Marketing Strategies,O,bad,E-commerce Platforms,A,bad,Web Development Tools,A+,bad,Introduction to Environmental Medicine,A,good,Introduction to Environmental History,O,good,Introduction to Environmental Geology,O,bad,market research,social media marketing,data visualization,Cybersecurity,Agile Coaching
RA2103140811346,5.48,CTECH,Project Management Fundamentals,C,good,Agile Project Management,B,good,Software Testing Methods,F,good,Computer Network Design,B,good,Introduction to Environmental Anthropology,F,good,Introduction to Film Studies,C,good,Introduction to Environmental Psychology,C,good,social networking,business development,content strategy,PHP,Ethical Hacking
RA2101071849206,8.56,CTECH,Predictive Modeling Techniques,A,good,Business Intelligence Tools,B,good,Digital Communication Strategies,A,bad,Social Media Analytics,A,bad,Introduction to Environmental Linguistics,A+,bad,Data Analysis with Python,A,bad,Yoga and Meditation,B,good,event production,financial planning,leadership,Hadoop,Network Administration
RA2110166438557,8.59,CINTEL,Software Configuration Management,B,good,Virtual Reality Applications,A,bad,Network Programming,A,bad,User Interface Design,B,good,Introduction to Photography,B+,bad,Introduction to Environmental Ethics,B+,bad,Introduction to Political Science,A+,bad,networking,email management,SEO optimization,Git,Bootstrap
RA2102379262580,7.12,DSBS,Social Media Engagement,B,good,Digital Strategy Implementation,C,good,Strategic IT Planning,B,good,Supply Chain Management Systems,F,good,Introduction to Graphic Novels,B,good,Music Theory and Composition,B,good,Introduction to Environmental Chemistry,B,good,data entry,data analysis,web development,Virtualization,TypeScript
RA2110074991998,7.73,CINTEL,Social Media Analytics,F,bad,Predictive Modeling Techniques,C,bad,IT Infrastructure Management,C,bad,Network Security Analysis,B,bad,Introduction to Environmental Political Science,B,bad,Introduction to Sociology,F,bad,Data Analysis with Python,C,bad,time management,project management,content creation,Blockchain,Kanban
RA2123389096574,5.94,CINTEL,Internet Marketing Strategies,C,good,Digital Health Technologies,C,good,Artificial Neural Networks,C,good,Advanced Data Analysis,C,good,Introduction to Environmental Management,B,good,Introduction to Urban Planning,C,good,Creative Writing Workshop,F,good,email marketing,survey design,customer relationship management,Azure,Firebase
RA2101227642829,9.71,NWC,Cloud Migration Planning,A,good,Cloud Computing Technologies,A+,bad,Health Informatics,A+,bad,Blockchain Implementation,A,bad,Introduction to Environmental Regulation,A+,bad,Personal Branding Strategies,O,bad,Introduction to Environmental Psychology,A,good,data mining,content creation,survey design,Virtualization,Scala
RA2123116826972,9.39,NWC,Data Privacy Regulations,A,good,Health Informatics,A+,bad,Social Media Engagement,A+,bad,Web Application Security,A+,bad,Social Media Marketing,A+,bad,Digital Marketing Strategies,A,bad,Introduction to Graphic Novels,A,bad,event planning,analytical thinking,web analytics,Containerization,Waterfall
RA2101381800155,7.98,CTECH,IT Governance Frameworks,C,good,Digital Strategy Implementation,B,good,Social Media Analytics,F,good,Strategic IT Planning,C,good,Travel Photography,B,good,Introduction to Environmental Engineering,B,good,Introduction to Environmental Communication,F,good,negotiation,budgeting,leadership,Swift,SQL
RA2123366928187,9.7,DSBS,Agile Software Development,O,bad,Network Security Analysis,A+,bad,Strategic IT Planning,A,bad,Data Warehousing Solutions,A,good,Introduction to Environmental Technology,A,bad,Entrepreneurship Bootcamp,A,bad,Introduction to Environmental Regulation,A,bad,time management,public relations,web development,Python,Django
RA2122365299680,7.83,CINTEL,Computer Forensics,F,bad,IT Service Management,F,bad,Digital Content Creation,C,bad,User Interface Design,C,bad,Introduction to Virtual Reality,F,bad,Introduction to Environmental Education,B,bad,Introduction to Environmental Law,B,bad,client relations,video production,public speaking,Kotlin,Flask
RA2103283494788,5.03,CINTEL,E-commerce Strategies,B,good,Mobile Security Protocols,F,good,IT Service Management,F,good,Health Information Exchange,B,good,Introduction to Philosophy,C,good,Introduction to Photography,B,good,Introduction to Forensic Science,F,good,data entry,proofreading,content marketing,C++,Scala
RA2110354519006,7.51,CTECH,Web Development Tools,F,bad,Software Quality Assurance,F,bad,IoT Security Measures,B,bad,Computer Network Design,C,bad,Introduction to Psychology,F,bad,Introduction to Environmental Law,B,bad,Introduction to Philosophy,B,bad,event production,SEO optimization,negotiation,Rust,Decentralized Finance
RA2111079400876,8.92,CINTEL,Data Mining Techniques,A,bad,IoT Device Management,B,bad,Cybersecurity Frameworks,B,good,Quantum Cryptography,B,good,Creative Writing Workshop,B+,bad,Exploring World Cuisines,B+,bad,Introduction to Environmental Geology,A,bad,media relations,forecasting,presentation skills,Mobile Development,Docker
RA2123038729452,7.64,DSBS,User Interface Design,C,good,Blockchain Development,C,good,Social Media Engagement,F,good,Social Networking Platforms,B,good,Interior Design Basics,B,good,Culinary Arts,B,good,Introduction to Environmental Psychology,F,good,market research,data entry,teamwork,Google Cloud,Vue.js
RA2112122236506,7.57,NWC,IT Service Management,B,good,Social Media Analytics,B,good,Blockchain Applications,F,good,IT Governance Compliance,C,good,Digital Marketing Strategies,B,good,Music Production Techniques,C,good,Introduction to Geography,B,good,time management,negotiation,creative problem solving,Kubernetes,JavaScript
RA2103076247466,8.44,CTECH,Virtualization Technologies,B+,good,Cybersecurity Essentials,B,bad,Data Science Techniques,B+,good,E-commerce Strategies,B,bad,Yoga and Meditation,A,bad,Introduction to Gender Studies,B,bad,Introduction to Environmental History,A+,good,teamwork,forecasting,proofreading,System Administration,Swift
RA2103330442851,7.29,CTECH,Big Data Processing,B,good,Blockchain Development,F,good,Ethical Hacking Practices,F,good,Digital Communication Strategies,C,good,Music Theory and Composition,F,good,Introduction to Economics,C,good,Introduction to Chemistry,F,good,event production,database management,budgeting,Virtualization,Git
RA2113167830862,6.52,CINTEL,Mobile Security Protocols,B,good,Mobile App Development,C,good,Digital Product Launch,B,good,Web Application Security,F,good,Introduction to History,C,good,Introduction to Nutrition,F,good,Introduction to Environmental Linguistics,B,good,financial analysis,survey design,market analysis,Cybersecurity,Hive
RA2112266274154,7.65,CINTEL,Business Process Optimization,B,good,Machine Learning Applications,B,good,Digital Content Creation,F,good,Strategic IT Planning,C,good,Introduction to Psychology,F,good,Mindfulness and Stress Management,C,good,Introduction to Astronomy,C,good,proofreading,financial planning,web development,DevOps,Scala
RA2100045641002,8.51,CTECH,Data Visualization Techniques,B+,bad,Agile Project Management,A+,good,E-commerce Strategies,A+,bad,IoT Device Management,A+,good,Yoga and Meditation,B+,good,Introduction to Environmental Anthropology,B+,good,Introduction to Psychology,B+,bad,media relations,sales,event coordination,Backbone.js,Technical Support
RA2113367851223,7.26,CTECH,IT Governance Frameworks,C,good,Social Media Analytics,F,good,Blockchain Development,B,good,Digital Product Management,B,good,Introduction to Environmental Regulation,C,good,Introduction to Environmental Communication,F,good,Introduction to Gender Studies,F,good,user experience design,content strategy,financial planning,Smart Contracts,jQuery
RA2121280294093,7.44,CTECH,Web Development Tools,C,good,Game Development Principles,C,good,Software Development Lifecycle,F,good,Robotic Automation Systems,C,good,Introduction to Environmental Physics,C,good,Mobile App Development,F,good,Introduction to Philosophy,B,good,SEO optimization,teamwork,email management,Hadoop,Laravel
RA2111086769527,8.62,CINTEL,Game Development Principles,B,bad,Software Development Lifecycle,A+,bad,Ethical Hacking Practices,A+,good,Quantum Computing Concepts,A+,bad,Introduction to Nutrition,B+,bad,Yoga and Meditation,A+,bad,Introduction to Forensic Science,B+,bad,data entry,client relations,teamwork,Ethical Hacking,Test-Driven Development
RA2111039983430,7.49,NWC,Network Programming,B,good,Network Security Protocols,F,good,Web Development Tools,F,good,Software Testing Methods,F,good,Introduction to Psychology,B,good,Introduction to Environmental Education,F,good,Mobile App Development,F,good,research,email management,project coordination,Test-Driven Development,Smart Contracts
RA2113118690515,7.04,CTECH,Software Quality Assurance,B,good,Business Intelligence Tools,F,good,Data Mining Techniques,F,good,Digital Strategy Implementation,B,good,Introduction to Virtual Reality,F,good,Introduction to Film Studies,B,good,Introduction to Nutrition,F,good,customer service,strategic planning,market analysis,Swift,Spark
RA2102091101611,7.16,DSBS,Wireless Networking Technologies,B,good,Quantum Computing Concepts,C,good,E-commerce Platforms,F,good,Social Media Engagement,F,good,Health and Wellness,F,good,Introduction to Environmental Law,C,good,Introduction to Physics,B,good,time management,business development,web analytics,Natural Language Processing,Vue.js
RA2120105690277,9.81,NWC,IT Governance Frameworks,A+,good,Network Security Analysis,A,good,Advanced Data Analysis,A,bad,Cloud Architecture Design,O,good,Entrepreneurship Bootcamp,A+,bad,Introduction to Environmental Physics,O,bad,Introduction to Environmental Psychology,O,bad,event marketing,research,content strategy,C++,Agile Coaching
RA2121346092516,9.13,CINTEL,Social Media Analytics,O,bad,IoT Device Management,A+,bad,Cloud Migration Planning,A,bad,Big Data Processing,O,bad,Social Media Marketing,O,bad,Introduction to Virtual Reality,O,good,Introduction to Environmental Engineering,A+,bad,critical thinking,photography,graphic design,Go,AWS
RA2103178706246,7.2,NWC,Ethical Hacking Practices,B,good,Ethical AI Practices,B,good,Database Management Systems,F,good,Web Development Frameworks,F,good,Introduction to Urban Planning,B,good,Graphic Design Principles,B,good,Introduction to Political Science,C,good,budgeting,market research,strategic planning,Game Development,Kubernetes
RA2122290084832,5.86,CINTEL,Software Quality Assurance,C,good,Agile Project Management,F,good,Artificial Neural Networks,C,good,E-commerce Platforms,C,good,Yoga and Meditation,C,good,Introduction to Human Anatomy,C,good,Introduction to Marine Biology,C,good,email management,copywriting,research,Technical Support,Lean
RA2120049985507,9.35,DSBS,User Interface Design,A+,good,Robotic Process Automation,O,bad,Social Media Marketing,O,good,Web Development Frameworks,A,bad,Introduction to Philosophy,A+,bad,Environmental Sustainability,A+,bad,Cybersecurity Basics,A,good,teamwork,sales,branding,Penetration Testing,CodeIgniter
RA2122074995628,8.91,NWC,Artificial Neural Networks,B+,bad,Cloud Computing Technologies,A+,good,IT Project Portfolio Management,A+,bad,Supply Chain Management Systems,A,good,History of Jazz Music,A+,bad,Introduction to Psychology,B+,bad,Introduction to Environmental Education,A,bad,content strategy,customer relationship management,content creation,GraphQL,Technical Writing
RA2101358897172,7.43,CINTEL,Blockchain Applications,C,good,Quantum Computing Concepts,C,good,Mobile Security Protocols,F,good,Big Data Analytics,F,good,Introduction to Environmental Bioinformatics,C,good,Personal Finance Management,B,good,Interior Design Basics,C,good,financial analysis,email management,leadership,React,Java
RA2111040042458,8.68,CINTEL,Robotic Automation Systems,B+,good,Cybersecurity Frameworks,B+,good,Social Media Marketing,B,bad,Database Management Systems,B+,bad,Introduction to Art History,B+,good,Health and Wellness,B,bad,Introduction to Environmental Law,B+,bad,market analysis,data mining,social media marketing,Agile Coaching,TypeScript
RA2113289593533,8.47,DSBS,Web Development Frameworks,A+,bad,Digital Communication Strategies,B,good,Blockchain Implementation,A+,bad,Virtualization Technologies,A,bad,Introduction to Environmental Design,A+,bad,Introduction to Philosophy,B,bad,Music Theory and Composition,B+,bad,data mining,customer service,negotiation,Agile Methodologies,SOAP
RA2112286283706,8.33,CINTEL,Game Design Principles,B,bad,Data Warehousing Design,B+,bad,Digital Content Creation,B,bad,Artificial Intelligence in Business,A+,good,Introduction to Environmental Political Science,A+,good,Introduction to Psychology,A+,bad,Introduction to History,B+,bad,project management,sales,data visualization,Pig,Ethical Hacking
RA2121253773132,5.09,DSBS,Quantum Computing Concepts,F,bad,Cloud Security Solutions,F,bad,Cloud Security Solutions,F,bad,Cybersecurity Frameworks,C,bad,Introduction to Environmental Biology,C,bad,Introduction to Environmental Physics,B,bad,Introduction to Environmental Studies,C,bad,research,content strategy,survey design,Computer Vision,TensorFlow
RA2100242658297,6.85,NWC,Machine Learning Applications,C,good,Advanced Data Analysis,F,good,Virtualization Technologies,B,good,Ethical Hacking Practices,B,good,Introduction to History,B,good,Digital Marketing Strategies,F,good,Introduction to Chemistry,F,good,customer relationship management,event coordination,copywriting,Git,Go
RA2111380316883,9.36,NWC,Strategic IT Planning,A,bad,Mobile App Development,O,bad,Wireless Networking Technologies,A+,bad,Web Application Development,A,bad,Introduction to Environmental Bioinformatics,A,bad,Web Development Fundamentals,O,good,Introduction to Human Anatomy,A,bad,content management,branding,web design,Internet of Things,Java
RA2122063008964,9.55,CTECH,Cloud Migration Planning,A,bad,Internet Marketing Strategies,A+,good,Project Management Fundamentals,A,bad,Digital Marketing Strategies,A+,bad,Introduction to Nutrition,A+,bad,Introduction to Data Visualization,A+,good,Introduction to Environmental Sociology,A+,bad,event marketing,forecasting,social networking,Code Review,Containerization
RA2110166861623,6.89,NWC,Digital Product Launch,B,good,Social Media Analytics,F,good,Game Design Principles,B,good,Digital Transformation Strategies,B,good,Introduction to Environmental Computer Science,F,good,Introduction to Astronomy,F,good,Introduction to Geology,B,good,social networking,time management,market analysis,Penetration Testing,Hive
RA2121364875469,8.37,CINTEL,Social Media Engagement,A+,bad,Supply Chain Management Systems,B+,bad,Game Development Principles,A,bad,Computer Network Design,B+,bad,Introduction to Gender Studies,B+,bad,Introduction to Environmental Gender Studies,B,bad,Personal Branding Strategies,B+,bad,business development,survey design,business development,Data Engineering,IT Infrastructure
RA2102329141804,9.99,DSBS,Cloud Migration Planning,A+,bad,Software Development Lifecycle,A,bad,Health Information Exchange,O,bad,Data Privacy Regulations,A,good,Personal Finance Management,A+,bad,Web Development Fundamentals,O,bad,Exploring World Cuisines,A,good,SEO optimization,email marketing,email marketing,SOAP,Penetration Testing
RA2111071113308,7.07,DSBS,Blockchain Implementation,B,good,Predictive Modeling Techniques,F,good,Cybersecurity Frameworks,F,good,IT Project Portfolio Management,C,good,Introduction to Environmental Engineering,F,good,Creative Problem Solving,F,good,Introduction to Medicine,C,good,public speaking,web analytics,leadership,Continuous Integration,Flask
RA2112307746736,5.11,NWC,Blockchain Applications,C,good,Computer Forensics,C,good,IT Project Portfolio Management,B,good,Cybersecurity Frameworks,B,good,Yoga and Meditation,F,good,Yoga and Meditation,B,good,Introduction to Geology,B,good,content management,research,project coordination,Redux,Node.js
